id|drug_HOI_relationship|evidence_type|modality|evidence_source_code_id|statistic value|evidence_linkout|statistic_type
32528|798876-36718265|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fab|COUNT
32529|798876-35406392|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fac|COUNT
32530|798876-36918942|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fad|COUNT
32531|798876-36718171|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fae|COUNT
32532|798876-36918984|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=faf|COUNT
32533|798876-36919221|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fag|COUNT
32534|798876-36919196|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fah|COUNT
32535|798876-36718555|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fai|COUNT
32536|798876-36919149|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=faj|COUNT
32537|798876-36718347|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fak|COUNT
32538|798876-35809139|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fal|COUNT
32539|798876-36919059|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fam|COUNT
32540|798876-36918860|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fan|COUNT
32541|798876-36919069|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fao|COUNT
32542|798876-36918858|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fap|COUNT
32543|798876-36919209|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=faq|COUNT
32544|798876-36919207|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=far|COUNT
32545|798876-36718543|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fas|COUNT
32546|798876-37219959|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fat|COUNT
32547|798876-35205038|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fau|COUNT
32548|798876-36110715|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fav|COUNT
32549|798876-35205034|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=faw|COUNT
32550|798876-37320268|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fax|COUNT
32551|798876-35506582|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fay|COUNT
32552|798876-37320212|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=faz|COUNT
32553|798876-35708050|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb0|COUNT
32554|798876-36416518|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb1|COUNT
32555|798876-35708202|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb2|COUNT
32556|798876-37019396|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb3|COUNT
32557|798876-37019410|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb4|COUNT
32558|798876-36516876|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb5|COUNT
32559|798876-35809243|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb6|COUNT
32560|798876-35104746|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb7|COUNT
32561|798876-35104074|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb8|COUNT
32562|798876-35104868|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fb9|COUNT
32563|798876-35104691|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fba|COUNT
32564|798876-35104826|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbb|COUNT
32565|798876-35909594|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbc|COUNT
32566|798876-36312568|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbd|COUNT
32567|798876-36918905|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbe|COUNT
32568|798876-36718321|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbf|COUNT
32569|798876-35205025|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbg|COUNT
32570|798876-35809101|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbh|COUNT
32571|798876-36718285|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbi|COUNT
32572|798876-36718175|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbj|COUNT
32573|798876-36718182|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbk|COUNT
32574|798876-36919037|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbl|COUNT
32575|798876-36919194|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbm|COUNT
32576|798876-36110708|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbn|COUNT
32577|798876-36110704|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbo|COUNT
32578|798876-37219907|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbp|COUNT
32579|798876-35708603|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbq|COUNT
32580|798876-36110584|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbr|COUNT
32581|798876-35708100|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbs|COUNT
32582|798876-36416514|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbt|COUNT
32583|798876-35708154|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbu|COUNT
32584|798876-35809076|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbv|COUNT
32585|798876-36009711|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbw|COUNT
32586|798876-36516837|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbx|COUNT
32587|798876-36110933|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fby|COUNT
32588|798876-36110736|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fbz|COUNT
32589|798876-35607483|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc0|COUNT
32590|798876-37119628|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc1|COUNT
32591|798876-37119542|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc2|COUNT
32592|798876-36110530|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc3|COUNT
32593|798876-37119646|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc4|COUNT
32594|798876-36919183|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc5|COUNT
32595|798876-36211280|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc6|COUNT
32596|798876-36315380|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc7|COUNT
32597|798876-36211325|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc8|COUNT
32598|798876-35809054|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fc9|COUNT
32599|798876-36211296|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fca|COUNT
32600|798876-35205236|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcb|COUNT
32601|798876-35607150|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcc|COUNT
32602|798876-35809079|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcd|COUNT
32603|798876-36110026|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fce|COUNT
32604|798876-35809181|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcf|COUNT
32605|798876-35205185|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcg|COUNT
32606|798876-37622451|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fch|COUNT
32607|798876-36718141|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fci|COUNT
32608|798876-36718379|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcj|COUNT
32609|798876-36211153|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fck|COUNT
32610|798876-36919122|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcl|COUNT
32611|798876-36718239|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcm|COUNT
32612|798876-36718382|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcn|COUNT
32613|798876-36211297|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fco|COUNT
32614|798876-36718422|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcp|COUNT
32615|798876-36718214|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcq|COUNT
32616|798876-36718395|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcr|COUNT
32617|798876-35708164|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcs|COUNT
32618|798876-35708070|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fct|COUNT
32619|798876-35707660|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcu|COUNT
32620|798876-35708139|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcv|COUNT
32621|798876-35707649|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcw|COUNT
32622|798876-35708124|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcx|COUNT
32623|798876-35708187|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcy|COUNT
32624|798876-35708360|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fcz|COUNT
32625|798876-35406310|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd0|COUNT
32626|798876-35406319|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd1|COUNT
32627|798876-35406390|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd2|COUNT
32628|798876-35809098|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd3|COUNT
32629|798876-36416695|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd4|COUNT
32630|798876-36211080|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd5|COUNT
32631|798876-36516959|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd6|COUNT
32632|798876-36516848|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd7|COUNT
32633|798876-36516812|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd8|COUNT
32634|798876-36516957|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fd9|COUNT
32635|798876-36211269|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fda|COUNT
32636|798876-36516863|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdb|COUNT
32637|798876-36516951|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdc|COUNT
32638|798876-36516765|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdd|COUNT
32639|798876-35809166|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fde|COUNT
32640|798876-36918961|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdf|COUNT
32641|798876-36919197|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdg|COUNT
32642|798876-36718178|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdh|COUNT
32643|798876-36919054|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdi|COUNT
32644|798876-37119648|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdj|COUNT
32645|798876-36110369|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdk|COUNT
32646|798876-36111047|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdl|COUNT
32647|798876-36110265|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdm|COUNT
32648|798876-35104853|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdn|COUNT
32649|798876-36110335|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdo|COUNT
32650|798876-37219960|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdp|COUNT
32651|798876-36009700|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdq|COUNT
32652|798876-37220014|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdr|COUNT
32653|798876-36110597|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fds|COUNT
32654|798876-37219859|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdt|COUNT
32655|798876-37320086|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdu|COUNT
32656|798876-36009735|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdv|COUNT
32657|798876-35809130|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdw|COUNT
32658|798876-37320197|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdx|COUNT
32659|798876-37320122|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdy|COUNT
32660|798876-36110716|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fdz|COUNT
32661|798876-37019450|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe0|COUNT
32662|798876-36718449|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe1|COUNT
32663|798876-37019238|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe2|COUNT
32664|798876-37019448|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe3|COUNT
32665|798876-37019416|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe4|COUNT
32666|798876-37622476|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe5|COUNT
32667|798876-35607122|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe6|COUNT
32668|798876-35607485|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe7|COUNT
32669|798876-36516851|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe8|COUNT
32670|798876-35607097|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fe9|COUNT
32671|798876-35606880|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fea|COUNT
32672|40162672-35205025|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=feb|COUNT
32673|40162672-35809050|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fec|COUNT
32674|40162672-36718005|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fed|COUNT
32675|40162672-36313594|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fee|COUNT
32676|40162672-35909518|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fef|COUNT
32677|40162672-36315380|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=feg|COUNT
32678|40162672-36718321|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=feh|COUNT
32679|40162672-35809076|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fei|COUNT
32680|40162672-36718368|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fej|COUNT
32681|40162672-36918858|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fek|COUNT
32682|40162672-35204924|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fel|COUNT
32683|40162672-37019401|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fem|COUNT
32684|40162672-35708642|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fen|COUNT
32685|40162672-36918984|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=feo|COUNT
32686|40162672-36718288|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fep|COUNT
32687|40162672-36718418|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=feq|COUNT
32688|40162672-35204902|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fer|COUNT
32689|40162672-36718395|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fes|COUNT
32690|40162672-37019410|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fet|COUNT
32691|40162672-36718199|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fev|COUNT
32692|40162672-35909613|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=few|COUNT
32693|40162672-35809072|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fex|COUNT
32694|40162672-35104691|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fey|COUNT
32695|40162672-35205034|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fez|COUNT
32696|40162672-36718379|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff0|COUNT
32697|40162672-37622451|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff1|COUNT
32698|40162672-36919118|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff2|COUNT
32699|40162672-35607452|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff3|COUNT
32700|40162672-36718347|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff4|COUNT
32701|40162672-36516867|SPL_SPLICER|true|2|14|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff5|COUNT
32702|40162672-36718526|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff6|COUNT
32703|40162672-35205189|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff7|COUNT
32704|40162672-36315381|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff8|COUNT
32705|40162672-36919207|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ff9|COUNT
32706|40162672-35204904|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffa|COUNT
32707|40162672-37320193|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffb|COUNT
32708|40162672-36718301|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffc|COUNT
32709|40162672-36718265|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffd|COUNT
32710|40162672-36718354|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffe|COUNT
32711|40162672-36311950|SPL_SPLICER|true|2|16|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fff|COUNT
32712|40162672-36718285|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffg|COUNT
32713|40162672-36918968|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffh|COUNT
32714|40162672-35104826|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffi|COUNT
32715|40162672-35809043|SPL_SPLICER|true|2|15|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffj|COUNT
32716|40162672-35104868|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffk|COUNT
32717|40162672-37622529|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffl|COUNT
32718|40162672-36416512|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffm|COUNT
32719|40162672-35204948|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffn|COUNT
32720|40162672-36718555|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffo|COUNT
32721|40162672-35205037|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffp|COUNT
32722|40162672-37119691|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffq|COUNT
32723|40162672-35809225|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffr|COUNT
32724|40162672-37320268|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffs|COUNT
32725|40162672-35809134|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fft|COUNT
32726|40162672-35809054|SPL_SPLICER|true|2|15|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffu|COUNT
32727|40162672-36718132|SPL_SPLICER|true|2|19|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffv|COUNT
32728|40162672-35809220|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffw|COUNT
32729|40162672-35809101|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffx|COUNT
32730|40162672-36718500|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffy|COUNT
32731|40162672-36718201|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=ffz|COUNT
32732|40162672-36718218|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fg0|COUNT
32733|40162672-35506690|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fg1|COUNT
32734|40162672-36312346|SPL_SPLICER|true|2|17|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fg2|COUNT
32735|40162672-35406391|SPL_SPLICER|true|2|18|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fg3|COUNT
