16123992	Antineoplastic Combined Chemotherapy Protocols	D000971	Demyelinating Diseases	D003711	16123992	Case Reports	D002363
17548556	Immunosuppressive Agents	D007166	Hypertension	D006973	17548556	Case Reports	D002363
17548556	Immunosuppressive Agents	D007166	Brain Infarction	D020520	17548556	Case Reports	D002363
17548556	Sirolimus	D020123	Intracranial Hemorrhage, Hypertensive	D020299	17548556	Case Reports	D002363
17548556	Sirolimus	D020123	Hypertension	D006973	17548556	Case Reports	D002363
17548556	Sirolimus	D020123	Brain Infarction	D020520	17548556	Case Reports	D002363
17147956	Carbon Disulfide	D002246	Polyneuropathies	D011115	17147956	Case Reports	D002363
17147956	Carbon Disulfide	D002246	Occupational Diseases	D009784	17147956	Case Reports	D002363
17147956	Carbon Disulfide	D002246	Cerebrovascular Disorders	D002561	17147956	Case Reports	D002363
17147956	Environmental Pollutants	D004785	Polyneuropathies	D011115	17147956	Case Reports	D002363
17147956	Environmental Pollutants	D004785	Occupational Diseases	D009784	17147956	Case Reports	D002363
17147956	Environmental Pollutants	D004785	Cerebrovascular Disorders	D002561	17147956	Case Reports	D002363
17147956	Solvents	D012997	Polyneuropathies	D011115	17147956	Case Reports	D002363
17147956	Solvents	D012997	Occupational Diseases	D009784	17147956	Case Reports	D002363
17147956	Solvents	D012997	Cerebrovascular Disorders	D002561	17147956	Case Reports	D002363
17374398	Air Pollutants	D000393	Occupational Diseases	D009784	17374398	Case Reports	D002363
17374398	Air Pollutants	D000393	Amyotrophic Lateral Sclerosis	D000690	17374398	Case Reports	D002363
17374398	Lead	D007854	Occupational Diseases	D009784	17374398	Case Reports	D002363
17374398	Lead	D007854	Amyotrophic Lateral Sclerosis	D000690	17374398	Case Reports	D002363
17374398	Oxides	D010087	Occupational Diseases	D009784	17374398	Case Reports	D002363
17374398	Oxides	D010087	Amyotrophic Lateral Sclerosis	D000690	17374398	Case Reports	D002363
17227680	Analgesics	D000700	Pregnancy Complications	D011248	17227680	Case Reports	D002363
17227680	Analgesics	D000700	Oligohydramnios	D016104	17227680	Case Reports	D002363
17227680	Analgesics	D000700	Fetal Growth Retardation	D005317	17227680	Case Reports	D002363
17227680	Mitoxantrone	D008942	Pregnancy Complications	D011248	17227680	Case Reports	D002363
17227680	Mitoxantrone	D008942	Oligohydramnios	D016104	17227680	Case Reports	D002363
17227680	Mitoxantrone	D008942	Fetal Growth Retardation	D005317	17227680	Case Reports	D002363
17548949	Antiviral Agents	D000998	Thyroiditis	D013966	17548949	Case Reports	D002363
17548949	Antiviral Agents	D000998	Facial Paralysis	D005158	17548949	Case Reports	D002363
17548949	Antiviral Agents	D000998	Cryoglobulinemia	D003449	17548949	Case Reports	D002363
17548949	Interferon-alpha	D016898	Thyroiditis	D013966	17548949	Case Reports	D002363
17548949	Interferon-alpha	D016898	Facial Paralysis	D005158	17548949	Case Reports	D002363
17548949	Interferon-alpha	D016898	Cryoglobulinemia	D003449	17548949	Case Reports	D002363
17548949	Ribavirin	D012254	Thyroiditis	D013966	17548949	Case Reports	D002363
17548949	Ribavirin	D012254	Facial Paralysis	D005158	17548949	Case Reports	D002363
17548949	Ribavirin	D012254	Cryoglobulinemia	D003449	17548949	Case Reports	D002363
17547624	Lithium Compounds	D018020	Brugada Syndrome	D053840	17547624	Case Reports	D002363
17547624	Propafenone	D011405	Brugada Syndrome	D053840	17547624	Case Reports	D002363
17549294	Arthroplasty, Replacement, Hip	D019644	Hemorrhage	D006470	17549294	Meta-Analysis	D017418
17549294	Arthroplasty, Replacement, Knee	D019645	Hemorrhage	D006470	17549294	Meta-Analysis	D017418
17549294	Enoxaparin	D017984	Hemorrhage	D006470	17549294	Meta-Analysis	D017418
17549294	Fibrinolytic Agents	D005343	Hemorrhage	D006470	17549294	Meta-Analysis	D017418
17549294	Morpholines	D009025	Hemorrhage	D006470	17549294	Meta-Analysis	D017418
17549294	Thiophenes	D013876	Hemorrhage	D006470	17549294	Meta-Analysis	D017418
17549307	Angiogenesis Inhibitors	D020533	Venous Thrombosis	D020246	17549307	Meta-Analysis	D017418
17549307	Angiogenesis Inhibitors	D020533	Thromboembolism	D013923	17549307	Meta-Analysis	D017418
17549307	Antineoplastic Agents, Hormonal	D018931	Venous Thrombosis	D020246	17549307	Meta-Analysis	D017418
17549307	Antineoplastic Agents, Hormonal	D018931	Thromboembolism	D013923	17549307	Meta-Analysis	D017418
17549307	Dexamethasone	D003907	Venous Thrombosis	D020246	17549307	Meta-Analysis	D017418
17549307	Dexamethasone	D003907	Thromboembolism	D013923	17549307	Meta-Analysis	D017418
17549307	Thalidomide	D013792	Venous Thrombosis	D020246	17549307	Meta-Analysis	D017418
17549307	Thalidomide	D013792	Thromboembolism	D013923	17549307	Meta-Analysis	D017418
17550031	Antipsychotic Agents	D014150	Hyperprolactinemia	D006966	17550031	Case Reports	D002363
17550031	Dopamine Antagonists	D018492	Hyperprolactinemia	D006966	17550031	Case Reports	D002363
17550031	Risperidone	D018967	Hyperprolactinemia	D006966	17550031	Case Reports	D002363
17550031	Serotonin Antagonists	D012702	Hyperprolactinemia	D006966	17550031	Case Reports	D002363
17550219	Human Growth Hormone	D019382	Diabetes Mellitus	D003920	17550219	Case Reports	D002363
17551316	Anticoagulants	D000925	Skin Diseases	D012871	17551316	Case Reports	D002363
17551316	Dalteparin	D017985	Skin Diseases	D012871	17551316	Case Reports	D002363
17550490	Aromatase Inhibitors	D047072	Ovarian Cysts	D010048	17550490	Clinical Trial	D016430
17550490	Contraceptives, Oral, Synthetic	D003280	Ovarian Cysts	D010048	17550490	Clinical Trial	D016430
17550490	Desogestrel	D017135	Ovarian Cysts	D010048	17550490	Clinical Trial	D016430
17550490	Nitriles	D009570	Ovarian Cysts	D010048	17550490	Clinical Trial	D016430
17550490	Triazoles	D014230	Ovarian Cysts	D010048	17550490	Clinical Trial	D016430
17551165	Antineoplastic Combined Chemotherapy Protocols	D000971	Thrombosis	D013927	17551165	Case Reports	D002363
17551165	Antineoplastic Combined Chemotherapy Protocols	D000971	Heart Diseases	D006331	17551165	Case Reports	D002363
17551165	Antineoplastic Combined Chemotherapy Protocols	D000971	Aortic Diseases	D001018	17551165	Case Reports	D002363
17551382	Anti-Bacterial Agents	D000900	Polyarteritis Nodosa	D010488	17551382	Case Reports	D002363
17551382	Minocycline	D008911	Polyarteritis Nodosa	D010488	17551382	Case Reports	D002363
17551392	Antirheumatic Agents	D018501	Chondrocalcinosis	D002805	17551392	Case Reports	D002363
17551392	Immunoglobulin G	D007074	Chondrocalcinosis	D002805	17551392	Case Reports	D002363
17551407	Antineoplastic Combined Chemotherapy Protocols	D000971	Colonic Pseudo-Obstruction	D003112	17551407	Case Reports	D002363
17551408	Antineoplastic Agents	D000970	Diverticulitis	D004238	17551408	Case Reports	D002363
17550752	Fluorides	D005459	Osteosclerosis	D010026	17550752	Case Reports	D002363
17550752	Tea	D013662	Osteosclerosis	D010026	17550752	Case Reports	D002363
17550757	Antineoplastic Agents, Alkylating	D018906	Pneumonia, Pneumocystis	D011020	17550757	Case Reports	D002363
17550757	Dacarbazine	D003606	Pneumonia, Pneumocystis	D011020	17550757	Case Reports	D002363
17551063	Antirheumatic Agents	D018501	Purpura, Thrombocytopenic, Idiopathic	D016553	17551063	Case Reports	D002363
17551063	Sulfasalazine	D012460	Purpura, Thrombocytopenic, Idiopathic	D016553	17551063	Case Reports	D002363
17552392	Glucocorticoids	D005938	Retinal Diseases	D012164	17552392	Case Reports	D002363
17552392	Triamcinolone Acetonide	D014222	Retinal Diseases	D012164	17552392	Case Reports	D002363
17344464	Pyridones	D011728	Agranulocytosis	D000380	17344464	Case Reports	D002363
17553413	Antipsychotic Agents	D014150	Hyperparathyroidism	D006961	17553413	Case Reports	D002363
17553413	Lithium Carbonate	D016651	Hyperparathyroidism	D006961	17553413	Case Reports	D002363
17259917	Angiogenesis Inhibitors	D020533	Retinal Perforations	D012167	17259917	Case Reports	D002363
17259917	Antibodies, Monoclonal	D000911	Retinal Perforations	D012167	17259917	Case Reports	D002363
17293785	Acetazolamide	D000086	Glaucoma, Angle-Closure	D015812	17293785	Case Reports	D002363
17293785	Acetazolamide	D000086	Choroid Diseases	D015862	17293785	Case Reports	D002363
17293785	Postoperative Care	D011182	Glaucoma, Angle-Closure	D015812	17293785	Case Reports	D002363
17293785	Postoperative Care	D011182	Choroid Diseases	D015862	17293785	Case Reports	D002363
17318204	Antiviral Agents	D000998	Optic Neuropathy, Ischemic	D018917	17318204	Case Reports	D002363
17318204	Interferon-alpha	D016898	Optic Neuropathy, Ischemic	D018917	17318204	Case Reports	D002363
16897045	Antimetabolites, Antineoplastic	D000964	Scleroderma, Localized	D012594	16897045	Case Reports	D002363
16897045	Antimetabolites, Antineoplastic	D000964	Hand Dermatoses	D006229	16897045	Case Reports	D002363
16897045	Antimetabolites, Antineoplastic	D000964	Foot Dermatoses	D005533	16897045	Case Reports	D002363
16897045	Deoxycytidine	D003841	Scleroderma, Localized	D012594	16897045	Case Reports	D002363
16897045	Deoxycytidine	D003841	Hand Dermatoses	D006229	16897045	Case Reports	D002363
16897045	Deoxycytidine	D003841	Foot Dermatoses	D005533	16897045	Case Reports	D002363
16897045	Fluorouracil	D005472	Scleroderma, Localized	D012594	16897045	Case Reports	D002363
16897045	Fluorouracil	D005472	Hand Dermatoses	D006229	16897045	Case Reports	D002363
16897045	Fluorouracil	D005472	Foot Dermatoses	D005533	16897045	Case Reports	D002363
17333050	Colonoscopy	D003113	Rhabdomyolysis	D012206	17333050	Case Reports	D002363
17333050	Colonoscopy	D003113	Hyponatremia	D007010	17333050	Case Reports	D002363
17333050	Colonoscopy	D003113	Brain Diseases	D001927	17333050	Case Reports	D002363
17333050	Diuretics, Osmotic	D004234	Rhabdomyolysis	D012206	17333050	Case Reports	D002363
17333050	Diuretics, Osmotic	D004234	Hyponatremia	D007010	17333050	Case Reports	D002363
17333050	Diuretics, Osmotic	D004234	Brain Diseases	D001927	17333050	Case Reports	D002363
17333050	Mannitol	D008353	Rhabdomyolysis	D012206	17333050	Case Reports	D002363
17333050	Mannitol	D008353	Hyponatremia	D007010	17333050	Case Reports	D002363
17333050	Mannitol	D008353	Brain Diseases	D001927	17333050	Case Reports	D002363
17333050	Premedication	D011292	Rhabdomyolysis	D012206	17333050	Case Reports	D002363
17333050	Premedication	D011292	Hyponatremia	D007010	17333050	Case Reports	D002363
17333050	Premedication	D011292	Brain Diseases	D001927	17333050	Case Reports	D002363
17554487	Glucocorticoids	D005938	Ocular Hypertension	D009798	17554487	Case Reports	D002363
17554487	Keratomileusis, Laser In Situ	D020731	Ocular Hypertension	D009798	17554487	Case Reports	D002363
17554459	Antihypertensive Agents	D000959	Pulmonary Edema	D011654	17554459	Case Reports	D002363
17554459	Hydrochlorothiazide	D006852	Pulmonary Edema	D011654	17554459	Case Reports	D002363
17553387	Contraceptives, Oral, Hormonal	D003278	Pulmonary Embolism	D011655	17553387	Case Reports	D002363
17555684	Dental Amalgam	D003723	Hyperpigmentation	D017495	17555684	Case Reports	D002363
17555684	Dental Amalgam	D003723	Gingival Diseases	D005882	17555684	Case Reports	D002363
17555426	Anti-Inflammatory Agents, Non-Steroidal	D000894	Gastrointestinal Diseases	D005767	17555426	Meta-Analysis	D017418
17555426	Cyclooxygenase Inhibitors	D016861	Gastrointestinal Diseases	D005767	17555426	Meta-Analysis	D017418
17561533	Amiodarone	D000638	Parkinson Disease, Secondary	D010302	17561533	Case Reports	D002363
17561533	Anti-Arrhythmia Agents	D000889	Parkinson Disease, Secondary	D010302	17561533	Case Reports	D002363
17308481	Anti-Bacterial Agents	D000900	Anemia, Hemolytic	D000743	17308481	Case Reports	D002363
17308481	Cefazolin	D002437	Anemia, Hemolytic	D000743	17308481	Case Reports	D002363
17556909	Antineoplastic Agents	D000970	Intestinal Pseudo-Obstruction	D007418	17556909	Case Reports	D002363
17556909	Boronic Acids	D001897	Intestinal Pseudo-Obstruction	D007418	17556909	Case Reports	D002363
17556909	Protease Inhibitors	D011480	Intestinal Pseudo-Obstruction	D007418	17556909	Case Reports	D002363
17556909	Pyrazines	D011719	Intestinal Pseudo-Obstruction	D007418	17556909	Case Reports	D002363
17412404	Contrast Media	D003287	Hypersensitivity, Delayed	D006968	17412404	Case Reports	D002363
17412404	Iohexol	D007472	Hypersensitivity, Delayed	D006968	17412404	Case Reports	D002363
17412404	Iopamidol	D007479	Hypersensitivity, Delayed	D006968	17412404	Case Reports	D002363
17556867	Hormone Replacement Therapy	D020249	Hypotension	D007022	17556867	Clinical Trial	D016430
17556867	Human Growth Hormone	D019382	Hypotension	D007022	17556867	Clinical Trial	D016430
17557272	Heparin	D006493	Thrombocytopenia	D013921	17557272	Case Reports	D002363
17557548	Cyclosporine	D016572	Depressive Disorder	D003866	17557548	Case Reports	D002363
17557548	Immunosuppressive Agents	D007166	Depressive Disorder	D003866	17557548	Case Reports	D002363
17557562	Granulocyte Colony-Stimulating Factor	D016179	Thrombosis	D013927	17557562	Clinical Trial	D016430
17557562	Hematopoietic Stem Cell Mobilization	D019650	Thrombosis	D013927	17557562	Clinical Trial	D016430
17557570	Benzenesulfonates	D001557	Skin Diseases	D012871	17557570	Case Reports	D002363
17557570	Pyridines	D011725	Skin Diseases	D012871	17557570	Case Reports	D002363
17557669	Hydrofluoric Acid	D006858	Necrosis	D009336	17557669	Case Reports	D002363
17382444	Hypoglycemic Agents	D007004	Hypertrophy	D006984	17382444	Case Reports	D002363
17382444	Insulin	D007328	Hypertrophy	D006984	17382444	Case Reports	D002363
17551958	Anticoagulants	D000925	Hematoma	D006406	17551958	Case Reports	D002363
17551958	Fibrinolytic Agents	D005343	Hematoma	D006406	17551958	Case Reports	D002363
17551958	Heart Valve Prosthesis	D006350	Hematoma	D006406	17551958	Case Reports	D002363
17492760	Levodopa	D007980	Melanoma	D008545	17492760	Case Reports	D002363
17558061	Acyclovir	D000212	Pityriasis Rosea	D017515	17558061	Case Reports	D002363
17558061	Antiviral Agents	D000998	Pityriasis Rosea	D017515	17558061	Case Reports	D002363
17557962	Anti-Inflammatory Agents	D000893	Hypertensive Encephalopathy	D020343	17557962	Case Reports	D002363
17557962	Dexamethasone	D003907	Hypertensive Encephalopathy	D020343	17557962	Case Reports	D002363
17561478	Amiodarone	D000638	Pneumonia	D011014	17561478	Case Reports	D002363
17561478	Anti-Arrhythmia Agents	D000889	Pneumonia	D011014	17561478	Case Reports	D002363
17561478	Smoking	D012907	Pneumonia	D011014	17561478	Case Reports	D002363
17395206	Chorionic Gonadotropin	D006063	Seizures	D012640	17395206	Case Reports	D002363
17395206	Chorionic Gonadotropin	D006063	Disease Susceptibility	D004198	17395206	Case Reports	D002363
17560450	Sumatriptan	D018170	Sulfhemoglobinemia	D013436	17560450	Case Reports	D002363
17560450	Vasoconstrictor Agents	D014662	Sulfhemoglobinemia	D013436	17560450	Case Reports	D002363
17005249	Antibodies, Monoclonal	D000911	Red-Cell Aplasia, Pure	D012010	17005249	Case Reports	D002363
17005249	Antibodies, Neoplasm	D000912	Red-Cell Aplasia, Pure	D012010	17005249	Case Reports	D002363
17005249	Antineoplastic Agents	D000970	Red-Cell Aplasia, Pure	D012010	17005249	Case Reports	D002363
17134751	Antineoplastic Agents	D000970	Vasculitis	D014657	17134751	Case Reports	D002363
17134751	Antineoplastic Agents	D000970	Respiratory Insufficiency	D012131	17134751	Case Reports	D002363
17134751	Antineoplastic Agents	D000970	Pleural Effusion	D010996	17134751	Case Reports	D002363
17134751	Antineoplastic Agents	D000970	Lung Diseases	D008171	17134751	Case Reports	D002363
17134751	Boronic Acids	D001897	Vasculitis	D014657	17134751	Case Reports	D002363
17134751	Boronic Acids	D001897	Respiratory Insufficiency	D012131	17134751	Case Reports	D002363
17134751	Boronic Acids	D001897	Pleural Effusion	D010996	17134751	Case Reports	D002363
17134751	Boronic Acids	D001897	Lung Diseases	D008171	17134751	Case Reports	D002363
17134751	Pyrazines	D011719	Vasculitis	D014657	17134751	Case Reports	D002363
17134751	Pyrazines	D011719	Respiratory Insufficiency	D012131	17134751	Case Reports	D002363
17134751	Pyrazines	D011719	Pleural Effusion	D010996	17134751	Case Reports	D002363
17134751	Pyrazines	D011719	Lung Diseases	D008171	17134751	Case Reports	D002363
17475326	Antibodies, Monoclonal	D000911	Myelodysplastic Syndromes	D009190	17475326	Case Reports	D002363
17475326	Antibodies, Monoclonal	D000911	Leukemia, Myeloid, Acute	D015470	17475326	Case Reports	D002363
17475326	Antineoplastic Agents	D000970	Myelodysplastic Syndromes	D009190	17475326	Case Reports	D002363
17475326	Antineoplastic Agents	D000970	Leukemia, Myeloid, Acute	D015470	17475326	Case Reports	D002363
17475326	Radioimmunotherapy	D016499	Myelodysplastic Syndromes	D009190	17475326	Case Reports	D002363
17475326	Radioimmunotherapy	D016499	Leukemia, Myeloid, Acute	D015470	17475326	Case Reports	D002363
17539005	Immunosuppressive Agents	D007166	Pneumonia	D011014	17539005	Case Reports	D002363
17539005	Liver Transplantation	D016031	Pneumonia	D011014	17539005	Case Reports	D002363
17539005	Sirolimus	D020123	Pneumonia	D011014	17539005	Case Reports	D002363
17539016	Immunosuppressive Agents	D007166	Lymphoproliferative Disorders	D008232	17539016	Case Reports	D002363
17539016	Liver Transplantation	D016031	Lymphoproliferative Disorders	D008232	17539016	Case Reports	D002363
17558122	Bronchodilator Agents	D001993	Status Epilepticus	D013226	17558122	Case Reports	D002363
17558122	Theophylline	D013806	Status Epilepticus	D013226	17558122	Case Reports	D002363
17558313	Angiogenesis Inhibitors	D020533	Retinal Perforations	D012167	17558313	Case Reports	D002363
17558313	Angiogenesis Inhibitors	D020533	Retinal Detachment	D012163	17558313	Case Reports	D002363
17558313	Antibodies, Monoclonal	D000911	Retinal Perforations	D012167	17558313	Case Reports	D002363
17558313	Antibodies, Monoclonal	D000911	Retinal Detachment	D012163	17558313	Case Reports	D002363
